ProductName,CategoryID,SupplierID,QuantityPerUnit,UnitPrice,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued
Producto Prueba 10252,6,7,24 - 200 g pkgs,196.25,228,27,30,false
Producto Prueba 10253,1,8,,4.89,208,6,13,false
Producto Prueba 10254,8,5,caja x 20,179.99,78,5,21,false
Producto Prueba 10255,2,10,24 - 200 g pkgs,451.47,188,17,20,false
Producto Prueba 10256,5,5,paquete x 5,70.11,86,43,28,false
Producto Prueba 10257,7,9,caja x 20,247.62,96,47,25,false
Producto Prueba 10258,5,8,,239.86,109,37,26,false
Producto Prueba 10259,5,,12 - 500 g pkgs,112.1,219,30,14,false
Producto Prueba 10260,1,4,10 unidades,331.14,64,0,14,false
Producto Prueba 10261,3,7,paquete x 5,307.63,128,32,20,false
Producto Prueba 10262,7,3,10 unidades,140.54,234,31,19,false
Producto Prueba 10263,3,6,24 - 200 g pkgs,454.36,234,14,14,false
Producto Prueba 10264,1,4,12 - 500 g pkgs,454.99,205,12,20,false
Producto Prueba 10265,8,3,caja x 20,71.66,49,23,21,false
Producto Prueba 10266,4,7,caja x 20,308.59,180,23,9,false
Producto Prueba 10267,2,9,12 - 500 g pkgs,458.78,41,10,7,false
Producto Prueba 10268,5,1,caja x 20,415.66,215,13,23,false
Producto Prueba 10269,2,4,10 unidades,107.91,38,33,12,false
Producto Prueba 10270,1,8,10 unidades,344.53,208,50,2,false
Producto Prueba 10271,8,6,paquete x 5,66.09,138,23,10,true
Producto Prueba 10272,2,3,12 - 500 g pkgs,245.21,29,23,17,false
Producto Prueba 10273,2,5,caja x 20,85.5,212,28,12,false
Producto Prueba 10274,4,10,24 - 200 g pkgs,391.61,7,34,0,false
Producto Prueba 10275,5,5,24 - 200 g pkgs,150.38,290,15,20,false
Producto Prueba 10276,2,6,12 - 500 g pkgs,455.1,243,49,22,false
Producto Prueba 10277,4,2,10 unidades,18.16,151,15,28,false
Producto Prueba 10278,5,9,,420.67,51,21,29,false
Producto Prueba 10279,6,2,,279.7,107,50,1,false
Producto Prueba 10280,1,10,24 - 200 g pkgs,154.22,259,27,12,false
Producto Prueba 10281,6,3,12 - 500 g pkgs,391.39,9,9,3,false
Producto Prueba 10282,7,9,paquete x 5,339.59,245,23,12,false
Producto Prueba 10283,1,3,caja x 20,247.7,64,4,24,false
Producto Prueba 10284,2,7,10 unidades,217.59,230,22,20,false
Producto Prueba 10285,4,1,24 - 200 g pkgs,187.54,73,27,21,false
Producto Prueba 10286,8,10,paquete x 5,15.78,107,1,15,false
Producto Prueba 10287,1,3,24 - 200 g pkgs,52.57,20,49,6,false
Producto Prueba 10288,1,,10 unidades,366.56,135,44,8,false
Producto Prueba 10289,7,10,12 - 500 g pkgs,63.98,126,47,23,false
Producto Prueba 10290,5,9,24 - 200 g pkgs,81.61,258,44,5,false
Producto Prueba 10291,4,6,10 unidades,470.77,273,28,23,false
Producto Prueba 10292,2,,paquete x 5,355.32,24,21,17,false
Producto Prueba 10293,1,2,paquete x 5,61.69,58,14,25,false
Producto Prueba 10294,1,4,,211.29,279,33,4,false
Producto Prueba 10295,1,6,10 unidades,433.53,36,50,9,true
Producto Prueba 10296,7,10,10 unidades,74.35,115,0,12,false
Producto Prueba 10297,3,3,24 - 200 g pkgs,62.61,59,50,7,false
Producto Prueba 10298,1,7,,358.9,111,34,7,false
Producto Prueba 10299,2,,,251.34,287,46,4,false
Producto Prueba 10300,4,1,,298.74,236,43,11,false
Producto Prueba 10301,8,6,caja x 20,404.43,73,10,7,false
Producto Prueba 10302,5,4,24 - 200 g pkgs,27.53,150,17,0,false
Producto Prueba 10303,2,3,10 unidades,453.2,176,4,7,true
Producto Prueba 10304,1,4,24 - 200 g pkgs,82.33,56,49,15,false
Producto Prueba 10305,1,9,24 - 200 g pkgs,267.5,54,11,21,false
Producto Prueba 10306,3,4,12 - 500 g pkgs,259.47,200,5,27,false
Producto Prueba 10307,3,3,10 unidades,483.78,42,26,26,false
Producto Prueba 10308,2,8,caja x 20,359.9,280,34,1,false
Producto Prueba 10309,1,2,caja x 20,244.22,287,21,27,false
Producto Prueba 10310,3,9,paquete x 5,316.79,185,36,20,false
Producto Prueba 10311,5,3,10 unidades,376.14,298,25,6,false
Producto Prueba 10312,3,,caja x 20,496.88,200,16,30,false
Producto Prueba 10313,8,1,paquete x 5,317.12,279,49,11,false
Producto Prueba 10314,5,9,caja x 20,492.99,215,32,4,false
Producto Prueba 10315,6,5,,344.05,192,27,0,false
Producto Prueba 10316,3,,caja x 20,340.88,99,46,13,false
Producto Prueba 10317,4,7,caja x 20,27.0,145,18,16,false
Producto Prueba 10318,7,5,caja x 20,435.1,60,22,22,false
Producto Prueba 10319,4,8,12 - 500 g pkgs,63.74,154,21,30,false
Producto Prueba 10320,1,6,10 unidades,127.41,129,47,8,false
Producto Prueba 10321,7,1,caja x 20,248.38,224,32,2,false
Producto Prueba 10322,4,9,paquete x 5,234.69,271,5,2,false
Producto Prueba 10323,5,1,paquete x 5,218.25,232,3,23,false
Producto Prueba 10324,8,9,12 - 500 g pkgs,48.16,231,20,14,false
Producto Prueba 10325,8,9,paquete x 5,347.59,18,50,26,false
Producto Prueba 10326,4,4,paquete x 5,365.01,206,41,28,false
Producto Prueba 10327,2,3,24 - 200 g pkgs,420.51,285,37,19,false
Producto Prueba 10328,3,1,,481.98,134,40,10,false
Producto Prueba 10329,3,4,12 - 500 g pkgs,242.78,248,41,6,false
Producto Prueba 10330,4,2,12 - 500 g pkgs,375.53,19,5,18,false
Producto Prueba 10331,1,8,24 - 200 g pkgs,193.67,123,42,11,false
Producto Prueba 10332,4,2,10 unidades,386.94,45,0,6,false
Producto Prueba 10333,5,4,24 - 200 g pkgs,341.02,273,3,4,false
Producto Prueba 10334,8,5,10 unidades,311.91,237,46,15,false
Producto Prueba 10335,3,6,12 - 500 g pkgs,84.09,233,43,13,false
Producto Prueba 10336,2,9,paquete x 5,361.1,194,35,9,false
Producto Prueba 10337,5,3,10 unidades,196.75,50,19,0,false
Producto Prueba 10338,4,7,caja x 20,228.82,82,6,15,false
Producto Prueba 10339,7,1,12 - 500 g pkgs,413.54,95,47,22,false
Producto Prueba 10340,2,2,12 - 500 g pkgs,319.88,3,44,0,false
Producto Prueba 10341,5,8,paquete x 5,152.19,170,9,14,false
Producto Prueba 10342,3,8,12 - 500 g pkgs,65.9,60,36,30,false
Producto Prueba 10343,8,3,12 - 500 g pkgs,183.76,60,35,12,false
Producto Prueba 10344,2,1,caja x 20,302.33,256,35,4,false
Producto Prueba 10345,6,6,10 unidades,240.31,291,14,22,false
Producto Prueba 10346,6,5,paquete x 5,126.49,186,32,18,false
Producto Prueba 10347,8,3,paquete x 5,229.38,137,28,5,false
Producto Prueba 10348,3,6,caja x 20,279.89,232,49,30,false
Producto Prueba 10349,3,1,,375.78,261,31,24,false
Producto Prueba 10350,3,7,paquete x 5,494.7,152,21,8,false
Producto Prueba 10351,6,5,paquete x 5,125.79,170,34,29,false
Producto Prueba 10352,4,3,,211.79,143,22,27,false
Producto Prueba 10353,4,2,10 unidades,194.72,66,34,0,false
Producto Prueba 10354,4,2,24 - 200 g pkgs,262.84,16,39,6,false
Producto Prueba 10355,3,7,24 - 200 g pkgs,323.45,218,35,19,false
Producto Prueba 10356,2,2,24 - 200 g pkgs,63.57,121,4,10,false
Producto Prueba 10357,1,4,10 unidades,196.66,0,32,4,false
Producto Prueba 10358,8,7,10 unidades,118.49,132,18,0,false
Producto Prueba 10359,8,9,10 unidades,22.11,286,38,15,true
Producto Prueba 10360,1,6,paquete x 5,147.36,194,17,5,false
Producto Prueba 10361,3,7,paquete x 5,220.05,227,34,8,false
Producto Prueba 10362,8,2,,466.77,5,33,24,false
Producto Prueba 10363,1,3,caja x 20,489.95,92,46,27,false
Producto Prueba 10364,3,1,12 - 500 g pkgs,313.44,33,5,17,true
Producto Prueba 10365,5,4,paquete x 5,404.4,91,45,21,false
Producto Prueba 10366,5,7,24 - 200 g pkgs,294.57,206,4,5,false
Producto Prueba 10367,5,2,,198.39,261,36,15,false
Producto Prueba 10368,2,2,10 unidades,173.2,215,17,23,false
Producto Prueba 10369,5,1,caja x 20,159.43,266,45,13,false
Producto Prueba 10370,7,,24 - 200 g pkgs,307.31,63,47,0,false
Producto Prueba 10371,6,9,paquete x 5,137.18,264,38,29,false
Producto Prueba 10372,3,2,paquete x 5,22.05,154,32,23,false
Producto Prueba 10373,5,6,12 - 500 g pkgs,270.08,219,37,9,false
Producto Prueba 10374,8,9,24 - 200 g pkgs,42.55,236,26,13,false
Producto Prueba 10375,6,9,24 - 200 g pkgs,108.6,37,39,19,false
Producto Prueba 10376,2,1,,239.81,129,35,18,false
Producto Prueba 10377,7,5,10 unidades,374.95,177,37,24,false
Producto Prueba 10378,3,7,10 unidades,278.48,33,40,19,false
Producto Prueba 10379,4,8,paquete x 5,327.57,216,13,14,false
Producto Prueba 10380,6,10,12 - 500 g pkgs,206.29,83,7,4,false
Producto Prueba 10381,6,7,paquete x 5,115.22,112,15,6,false
Producto Prueba 10382,1,1,24 - 200 g pkgs,371.98,4,38,23,false
Producto Prueba 10383,8,2,,348.3,199,25,25,false
Producto Prueba 10384,8,6,paquete x 5,372.93,43,7,5,false
Producto Prueba 10385,3,6,12 - 500 g pkgs,224.86,99,46,4,false
Producto Prueba 10386,2,4,paquete x 5,396.8,66,19,30,false
Producto Prueba 10387,6,6,caja x 20,191.53,0,4,30,false
Producto Prueba 10388,6,2,caja x 20,468.17,55,23,24,false
Producto Prueba 10389,7,,caja x 20,266.0,122,33,20,false
Producto Prueba 10390,6,2,caja x 20,209.03,207,46,19,false
Producto Prueba 10391,4,6,12 - 500 g pkgs,174.37,209,28,26,false
Producto Prueba 10392,4,9,caja x 20,73.46,92,35,0,false
Producto Prueba 10393,2,8,10 unidades,96.42,49,16,21,false
Producto Prueba 10394,4,9,caja x 20,314.87,209,43,6,false
Producto Prueba 10395,3,6,10 unidades,209.8,49,21,24,false
Producto Prueba 10396,5,,paquete x 5,289.17,96,6,11,false
Producto Prueba 10397,8,8,paquete x 5,193.33,44,38,8,false
Producto Prueba 10398,4,7,paquete x 5,77.88,151,17,18,false
Producto Prueba 10399,6,4,,366.6,94,48,15,false
Producto Prueba 10400,8,6,,354.37,145,16,27,false
Producto Prueba 10401,1,1,,265.8,120,39,12,false
Producto Prueba 10402,2,1,,220.97,226,47,21,false
Producto Prueba 10403,6,9,10 unidades,254.52,121,5,5,false
Producto Prueba 10404,3,3,10 unidades,261.15,242,33,24,false
Producto Prueba 10405,5,8,caja x 20,267.05,72,5,12,true
Producto Prueba 10406,2,6,,369.94,133,47,17,false
Producto Prueba 10407,1,5,10 unidades,306.29,52,43,22,false
Producto Prueba 10408,1,6,10 unidades,57.92,294,44,13,false
Producto Prueba 10409,6,6,24 - 200 g pkgs,120.46,254,22,17,false
Producto Prueba 10410,8,2,24 - 200 g pkgs,334.46,37,38,14,false
Producto Prueba 10411,1,9,10 unidades,247.04,267,7,15,false
Producto Prueba 10412,5,5,24 - 200 g pkgs,173.26,138,45,21,true
Producto Prueba 10413,6,4,caja x 20,111.84,191,32,4,false
Producto Prueba 10414,5,10,24 - 200 g pkgs,360.6,113,19,0,false
Producto Prueba 10415,3,2,,72.92,258,23,7,false
Producto Prueba 10416,1,3,,383.89,248,34,21,false
Producto Prueba 10417,3,10,24 - 200 g pkgs,188.21,176,48,13,false
Producto Prueba 10418,6,9,caja x 20,475.01,46,23,5,false
Producto Prueba 10419,5,6,,390.26,291,31,5,false
Producto Prueba 10420,1,5,10 unidades,36.71,61,36,3,false
Producto Prueba 10421,7,4,caja x 20,438.35,164,3,20,false
Producto Prueba 10422,8,3,caja x 20,52.62,202,32,1,false
Producto Prueba 10423,3,8,caja x 20,347.53,281,16,27,false
Producto Prueba 10424,6,4,,387.04,296,43,22,false
Producto Prueba 10425,7,6,,427.68,204,48,18,false
Producto Prueba 10426,8,7,24 - 200 g pkgs,293.98,70,49,25,false
Producto Prueba 10427,4,8,paquete x 5,403.78,223,11,20,false
Producto Prueba 10428,8,9,caja x 20,172.22,177,0,28,false
Producto Prueba 10429,7,3,12 - 500 g pkgs,490.31,281,25,18,false
Producto Prueba 10430,1,,caja x 20,17.06,160,41,30,false
Producto Prueba 10431,7,1,,258.96,55,22,2,false
Producto Prueba 10432,2,10,12 - 500 g pkgs,477.88,212,13,21,false
Producto Prueba 10433,2,9,10 unidades,268.48,101,44,10,false
Producto Prueba 10434,7,,24 - 200 g pkgs,9.14,13,40,11,false
Producto Prueba 10435,6,10,24 - 200 g pkgs,331.6,280,18,28,false
Producto Prueba 10436,3,3,24 - 200 g pkgs,69.17,89,49,7,false
Producto Prueba 10437,3,8,12 - 500 g pkgs,301.77,149,35,30,false
Producto Prueba 10438,1,10,,476.57,135,13,28,false
Producto Prueba 10439,4,10,12 - 500 g pkgs,372.78,157,49,2,false
Producto Prueba 10440,4,8,10 unidades,485.58,256,3,19,false
Producto Prueba 10441,3,5,,341.69,228,34,12,false
Producto Prueba 10442,1,7,24 - 200 g pkgs,404.28,133,46,15,false
Producto Prueba 10443,3,5,paquete x 5,197.09,284,41,13,false
Producto Prueba 10444,3,4,caja x 20,196.99,223,24,30,false
Producto Prueba 10445,8,2,24 - 200 g pkgs,128.94,98,34,29,false
Producto Prueba 10446,4,7,,377.04,50,7,21,false
Producto Prueba 10447,4,7,12 - 500 g pkgs,117.34,224,3,11,false
Producto Prueba 10448,3,7,paquete x 5,244.87,130,26,0,false
Producto Prueba 10449,3,9,24 - 200 g pkgs,141.79,43,41,17,false
Producto Prueba 10450,8,,24 - 200 g pkgs,249.13,172,21,2,false
Producto Prueba 10451,5,9,10 unidades,182.88,168,7,27,false
Producto Prueba 10452,3,9,12 - 500 g pkgs,276.93,138,40,30,false
Producto Prueba 10453,1,1,10 unidades,487.18,232,3,6,false
Producto Prueba 10454,8,1,24 - 200 g pkgs,29.52,164,35,23,false
Producto Prueba 10455,6,4,10 unidades,4.86,11,25,20,true
Producto Prueba 10456,3,8,12 - 500 g pkgs,1.09,262,23,9,false
Producto Prueba 10457,1,4,10 unidades,201.7,26,17,20,false
Producto Prueba 10458,7,8,12 - 500 g pkgs,179.07,68,12,7,false
Producto Prueba 10459,6,10,caja x 20,91.59,12,4,4,false
Producto Prueba 10460,7,2,paquete x 5,236.42,246,34,9,false
Producto Prueba 10461,2,9,,461.15,89,18,28,false
Producto Prueba 10462,7,4,12 - 500 g pkgs,35.6,210,42,9,false
Producto Prueba 10463,5,7,caja x 20,25.65,31,27,19,false
Producto Prueba 10464,5,4,,132.87,90,8,24,false
Producto Prueba 10465,3,4,,323.24,205,50,21,false
Producto Prueba 10466,5,1,10 unidades,50.04,31,41,29,false
Producto Prueba 10467,1,1,12 - 500 g pkgs,70.92,262,13,8,false
Producto Prueba 10468,8,5,24 - 200 g pkgs,254.33,215,7,6,false
Producto Prueba 10469,4,3,24 - 200 g pkgs,153.53,255,38,12,false
Producto Prueba 10470,1,5,10 unidades,28.64,41,24,8,false
Producto Prueba 10471,2,3,,203.65,75,35,24,false
Producto Prueba 10472,3,1,24 - 200 g pkgs,65.09,283,10,27,false
Producto Prueba 10473,2,1,,392.75,16,42,0,false
Producto Prueba 10474,6,5,10 unidades,358.36,131,16,8,false
Producto Prueba 10475,7,1,12 - 500 g pkgs,62.24,291,16,9,false
Producto Prueba 10476,1,9,,452.41,93,3,1,false
Producto Prueba 10477,8,6,caja x 20,158.57,118,48,12,false
Producto Prueba 10478,5,7,24 - 200 g pkgs,407.12,147,44,4,false
Producto Prueba 10479,7,5,paquete x 5,477.7,78,31,15,false
Producto Prueba 10480,3,6,10 unidades,85.0,13,10,12,false
Producto Prueba 10481,6,8,12 - 500 g pkgs,12.82,70,0,14,false
Producto Prueba 10482,4,7,10 unidades,482.44,54,21,27,false
Producto Prueba 10483,4,1,,181.93,150,0,11,false
Producto Prueba 10484,7,8,paquete x 5,13.55,164,26,25,false
Producto Prueba 10485,5,1,10 unidades,138.36,191,3,22,false
Producto Prueba 10486,3,4,12 - 500 g pkgs,83.34,65,50,13,false
Producto Prueba 10487,6,6,24 - 200 g pkgs,159.11,166,30,21,false
Producto Prueba 10488,7,7,10 unidades,103.36,189,8,30,false
Producto Prueba 10489,6,1,caja x 20,311.24,163,25,15,false
Producto Prueba 10490,7,2,paquete x 5,317.54,47,38,11,false
Producto Prueba 10491,2,7,12 - 500 g pkgs,109.22,231,2,0,false
Producto Prueba 10492,8,10,24 - 200 g pkgs,449.47,180,24,12,false
Producto Prueba 10493,8,6,12 - 500 g pkgs,131.92,39,15,17,false
Producto Prueba 10494,2,3,10 unidades,167.06,57,12,20,false
Producto Prueba 10495,8,9,caja x 20,342.74,102,34,0,false
Producto Prueba 10496,5,2,caja x 20,392.05,113,7,13,false
Producto Prueba 10497,6,7,24 - 200 g pkgs,252.59,154,0,27,false
Producto Prueba 10498,5,5,caja x 20,489.76,163,23,13,false
Producto Prueba 10499,2,8,24 - 200 g pkgs,466.29,167,17,30,false
Producto Prueba 10500,3,9,12 - 500 g pkgs,239.64,282,26,21,false
Producto Prueba 10501,8,,12 - 500 g pkgs,350.27,111,45,21,false
Producto Prueba 10502,6,5,paquete x 5,222.65,112,16,16,false
Producto Prueba 10503,5,2,10 unidades,21.82,41,1,18,false
Producto Prueba 10504,2,9,12 - 500 g pkgs,201.04,12,33,4,false
Producto Prueba 10505,1,5,,71.77,52,41,26,false
Producto Prueba 10506,8,8,12 - 500 g pkgs,489.11,263,36,7,false
Producto Prueba 10507,8,10,paquete x 5,143.27,2,25,17,false
Producto Prueba 10508,7,3,,19.35,257,4,2,false
Producto Prueba 10509,4,6,paquete x 5,461.96,11,20,3,false
Producto Prueba 10510,8,5,caja x 20,304.47,195,49,11,false
Producto Prueba 10511,7,6,paquete x 5,424.96,89,32,21,false
Producto Prueba 10512,4,4,12 - 500 g pkgs,379.85,53,16,7,false
Producto Prueba 10513,1,3,caja x 20,311.94,11,36,15,false
Producto Prueba 10514,2,8,10 unidades,161.49,192,1,9,false
Producto Prueba 10515,3,5,10 unidades,26.69,213,40,18,false
Producto Prueba 10516,8,6,10 unidades,247.57,89,45,0,false
Producto Prueba 10517,6,7,,5.21,13,48,0,true
Producto Prueba 10518,3,3,paquete x 5,425.9,25,28,11,false
Producto Prueba 10519,3,10,paquete x 5,257.1,163,21,20,false
Producto Prueba 10520,6,3,24 - 200 g pkgs,226.67,266,37,29,false
Producto Prueba 10521,4,3,paquete x 5,326.5,289,5,11,false
Producto Prueba 10522,3,9,paquete x 5,27.96,40,9,2,true
Producto Prueba 10523,7,1,paquete x 5,132.02,245,50,11,false
Producto Prueba 10524,5,2,24 - 200 g pkgs,295.48,47,16,1,false
Producto Prueba 10525,6,1,,401.86,192,23,3,false
Producto Prueba 10526,2,4,10 unidades,383.64,145,21,16,false
Producto Prueba 10527,2,3,paquete x 5,169.06,189,8,4,false
Producto Prueba 10528,7,8,12 - 500 g pkgs,162.37,156,46,7,false
Producto Prueba 10529,1,3,,306.33,217,44,0,false
Producto Prueba 10530,5,7,caja x 20,330.8,231,46,14,false
Producto Prueba 10531,6,3,paquete x 5,253.47,226,12,13,false
Producto Prueba 10532,3,10,10 unidades,109.5,244,25,19,false
Producto Prueba 10533,1,4,10 unidades,104.52,261,36,24,false
Producto Prueba 10534,3,3,paquete x 5,92.93,194,28,15,false
Producto Prueba 10535,3,3,paquete x 5,430.73,65,49,22,false
Producto Prueba 10536,4,2,paquete x 5,152.84,159,46,14,false
Producto Prueba 10537,4,10,12 - 500 g pkgs,482.8,150,33,19,false
Producto Prueba 10538,5,10,10 unidades,244.23,117,24,11,false
Producto Prueba 10539,5,10,12 - 500 g pkgs,473.43,267,39,24,false
Producto Prueba 10540,7,,24 - 200 g pkgs,47.84,100,13,16,false
Producto Prueba 10541,2,5,caja x 20,37.57,177,6,8,false
Producto Prueba 10542,3,5,,175.34,95,5,21,false
Producto Prueba 10543,4,3,24 - 200 g pkgs,243.72,140,22,21,false
Producto Prueba 10544,7,10,10 unidades,423.85,98,32,19,false
Producto Prueba 10545,1,,10 unidades,139.81,82,31,3,false
Producto Prueba 10546,1,2,,263.73,278,1,2,false
Producto Prueba 10547,8,3,paquete x 5,44.61,36,4,17,false
Producto Prueba 10548,3,9,24 - 200 g pkgs,54.22,291,34,10,false
Producto Prueba 10549,3,6,12 - 500 g pkgs,17.52,182,10,0,true
Producto Prueba 10550,1,10,caja x 20,440.02,262,47,1,false
Producto Prueba 10551,7,5,12 - 500 g pkgs,274.15,114,34,30,true
Producto Prueba 10552,1,6,caja x 20,269.13,245,21,14,false
Producto Prueba 10553,7,10,caja x 20,101.71,100,36,22,false
Producto Prueba 10554,1,9,caja x 20,27.98,151,4,18,false
Producto Prueba 10555,2,5,,423.83,10,44,21,false
Producto Prueba 10556,5,4,10 unidades,236.19,170,31,27,false
Producto Prueba 10557,5,3,24 - 200 g pkgs,128.76,188,1,16,false
Producto Prueba 10558,3,6,,254.35,180,49,19,false
Producto Prueba 10559,1,4,24 - 200 g pkgs,128.06,117,1,14,false
Producto Prueba 10560,7,5,24 - 200 g pkgs,81.58,218,41,1,false
Producto Prueba 10561,1,7,paquete x 5,11.82,193,50,18,false
Producto Prueba 10562,2,6,24 - 200 g pkgs,288.21,145,15,25,false
Producto Prueba 10563,3,8,caja x 20,70.66,61,4,30,false
Producto Prueba 10564,8,6,12 - 500 g pkgs,406.37,258,15,8,false
Producto Prueba 10565,2,1,12 - 500 g pkgs,247.47,22,42,28,true
Producto Prueba 10566,1,2,paquete x 5,98.18,189,36,20,false
Producto Prueba 10567,4,1,caja x 20,410.62,140,47,14,false
Producto Prueba 10568,4,5,,314.28,242,37,2,false
Producto Prueba 10569,8,1,caja x 20,135.81,102,37,18,false
Producto Prueba 10570,2,7,,343.01,223,16,8,false
Producto Prueba 10571,5,7,10 unidades,350.99,73,26,21,false
Producto Prueba 10572,2,1,24 - 200 g pkgs,427.14,39,12,17,true
Producto Prueba 10573,5,9,paquete x 5,194.43,179,40,27,false
Producto Prueba 10574,3,9,24 - 200 g pkgs,131.19,227,42,7,false
Producto Prueba 10575,6,7,caja x 20,73.71,6,5,22,false
Producto Prueba 10576,6,6,24 - 200 g pkgs,237.69,224,20,14,false
Producto Prueba 10577,1,6,24 - 200 g pkgs,318.32,65,22,22,false
Producto Prueba 10578,7,6,,43.16,160,44,4,false
Producto Prueba 10579,7,4,paquete x 5,143.14,136,17,16,false
Producto Prueba 10580,2,10,12 - 500 g pkgs,26.32,287,38,19,false
Producto Prueba 10581,1,1,24 - 200 g pkgs,262.25,107,28,27,false
Producto Prueba 10582,5,4,,470.49,231,49,19,false
Producto Prueba 10583,4,1,24 - 200 g pkgs,481.04,261,43,25,false
Producto Prueba 10584,3,4,24 - 200 g pkgs,411.56,51,8,13,false
Producto Prueba 10585,4,3,10 unidades,154.54,82,23,6,false
Producto Prueba 10586,5,3,10 unidades,122.78,214,7,17,false
Producto Prueba 10587,1,10,,251.13,191,27,29,false
Producto Prueba 10588,4,9,caja x 20,138.09,110,44,27,false
Producto Prueba 10589,8,3,10 unidades,300.91,110,16,3,false
Producto Prueba 10590,8,6,12 - 500 g pkgs,121.24,280,22,30,true
Producto Prueba 10591,8,2,caja x 20,275.25,48,40,0,false
Producto Prueba 10592,1,5,24 - 200 g pkgs,126.33,51,17,13,false
Producto Prueba 10593,4,10,caja x 20,284.11,221,18,17,false
Producto Prueba 10594,1,5,24 - 200 g pkgs,360.77,171,25,17,false
Producto Prueba 10595,3,10,caja x 20,212.54,148,25,7,false
Producto Prueba 10596,2,2,10 unidades,87.62,116,13,28,false
Producto Prueba 10597,4,5,,32.39,136,25,18,true
Producto Prueba 10598,6,,paquete x 5,102.96,103,16,8,false
Producto Prueba 10599,6,9,caja x 20,301.68,149,22,14,false
Producto Prueba 10600,5,6,12 - 500 g pkgs,318.65,36,14,13,false
Producto Prueba 10601,1,,12 - 500 g pkgs,79.53,64,47,24,false
Producto Prueba 10602,5,7,,105.06,3,26,27,false
Producto Prueba 10603,5,3,,68.99,238,29,7,false
Producto Prueba 10604,4,1,paquete x 5,218.89,272,38,0,false
Producto Prueba 10605,5,7,12 - 500 g pkgs,269.2,241,16,4,false
Producto Prueba 10606,1,4,10 unidades,447.27,144,35,17,false
Producto Prueba 10607,6,1,paquete x 5,433.39,28,25,23,false
Producto Prueba 10608,8,9,caja x 20,22.8,32,35,6,false
Producto Prueba 10609,7,9,paquete x 5,336.96,196,31,3,false
Producto Prueba 10610,7,4,paquete x 5,443.33,215,18,11,false
Producto Prueba 10611,8,9,12 - 500 g pkgs,284.51,180,34,28,false
